活动类别,持续时间,开始时间,结束时间,备注
Chaos,1.1,03/01 11:25,03/01 12:30,
工作,0.4,03/01 11:03,03/01 11:25,
Chaos,0.3,03/01 10:44,03/01 11:03,
工作,1.0,03/01 09:45,03/01 10:44,
O.B.P,0.4,03/01 09:21,03/01 09:45,
Chaos,0.3,03/01 09:01,03/01 09:21,
交通,0.4,03/01 08:35,03/01 09:01,
Chaos,1.0,03/01 07:32,03/01 08:35,
睡眠,6.7,03/01 00:48,03/01 07:32,
Chaos,0.3,03/01 00:32,03/01 00:48,
电影,2.6,02/28 21:56,03/01 00:32,
活动类别,持续时间,Percent
Life,364.5,47.5
Output,182.5,23.8
Chaos,127.0,16.5
Livin,70.3,9.2
Input,23.5,3.1
其他,0.1,0.0
总计,768.0
