"活动类别","持续时间","开始时间","结束时间","备注"
"交通","00:48","2014-11-28 13:20","2014-11-28 14:09",
"用餐","00:27","2014-11-28 12:53","2014-11-28 13:20",
"交通","00:29","2014-11-28 12:23","2014-11-28 12:53",
"GDG","00:46","2014-11-28 11:36","2014-11-28 12:23",
"Chaos","01:02","2014-11-28 10:34","2014-11-28 11:36",""
"Chaos","00:05","2014-11-28 10:28","2014-11-28 10:34",
"交流","01:30","2014-11-28 08:57","2014-11-28 10:28",""
"用餐","00:33","2014-11-28 08:24","2014-11-28 08:57",
"家务","01:00","2014-11-28 07:20","2014-11-28 08:20",""
"睡眠","05:25","2014-11-28 01:54","2014-11-28 07:20",""
"交通","00:17","2014-11-28 01:37","2014-11-28 01:54",
"电影","01:48","2014-11-27 23:48","2014-11-28 01:37",
"交通","00:09","2014-11-27 23:39","2014-11-27 23:48",
"Chaos","03:26","2014-11-27 20:13","2014-11-27 23:39",
"用餐","00:21","2014-11-27 19:52","2014-11-27 20:13",
"家务","01:28","2014-11-27 18:23","2014-11-27 19:52",
"交通","00:12","2014-11-27 18:11","2014-11-27 18:23",
"Chaos","00:13","2014-11-27 17:57","2014-11-27 18:11",
"交流","01:52","2014-11-27 16:05","2014-11-27 17:57",
"Chaos","00:32","2014-11-27 15:33","2014-11-27 16:05",
"交通","00:24","2014-11-27 15:08","2014-11-27 15:33",
"Chaos","01:40","2014-11-27 13:27","2014-11-27 15:08",
"交通","00:31","2014-11-27 12:56","2014-11-27 13:27",
"GDG","00:17","2014-11-27 12:39","2014-11-27 12:56",
"学习","00:12","2014-11-27 12:26","2014-11-27 12:39",
"GDG","02:21","2014-11-27 10:04","2014-11-27 12:26",
"Chaos","01:30","2014-11-27 08:34","2014-11-27 10:04",
"交通","00:33","2014-11-27 08:00","2014-11-27 08:34",
"家务","00:49","2014-11-27 07:10","2014-11-27 08:00",
"睡眠","05:45","2014-11-27 01:25","2014-11-27 07:10",
"Chaos","02:31","2014-11-26 22:54","2014-11-27 01:25",
"用餐","00:33","2014-11-26 22:20","2014-11-26 22:54",
"交通","00:23","2014-11-26 21:57","2014-11-26 22:20",
"Chaos","00:00","2014-11-26 21:56","2014-11-26 21:57",
"GDG","04:41","2014-11-26 17:15","2014-11-26 21:56",""
"GDG","02:00","2014-11-26 15:14","2014-11-26 17:15",""
"家务","00:14","2014-11-26 15:00","2014-11-26 15:14",
"交通","00:18","2014-11-26 14:42","2014-11-26 15:00",
"Chaos","01:11","2014-11-26 13:30","2014-11-26 14:42",
"用餐","00:13","2014-11-26 13:16","2014-11-26 13:30",
"交通","00:48","2014-11-26 12:28","2014-11-26 13:16",
"学习","00:23","2014-11-26 12:04","2014-11-26 12:28",
"学习","00:00","2014-11-26 12:04","2014-11-26 12:04",
"GDG","00:43","2014-11-26 11:21","2014-11-26 12:04",
"家务","00:23","2014-11-26 10:57","2014-11-26 11:21",
"Chaos","01:49","2014-11-26 09:07","2014-11-26 10:57",
"交通","01:05","2014-11-26 08:02","2014-11-26 09:07",
"家务","00:43","2014-11-26 07:18","2014-11-26 08:02",
"睡眠","06:51","2014-11-26 00:27","2014-11-26 07:18",
"Chaos","01:44","2014-11-25 22:42","2014-11-26 00:27",
"用餐","00:59","2014-11-25 21:43","2014-11-25 22:42",
"交通","00:10","2014-11-25 21:32","2014-11-25 21:43",
"交流","01:34","2014-11-25 19:58","2014-11-25 21:32",
"交流","00:00","2014-11-25 19:58","2014-11-25 19:58",
"学习","01:03","2014-11-25 18:54","2014-11-25 19:58",
"GDG","00:29","2014-11-25 18:24","2014-11-25 18:54",
"交流","00:02","2014-11-25 18:22","2014-11-25 18:24",
"学习","00:19","2014-11-25 18:03","2014-11-25 18:22",
"家务","00:18","2014-11-25 17:44","2014-11-25 18:03",
"Chaos","01:04","2014-11-25 16:39","2014-11-25 17:44",
"阅读","01:13","2014-11-25 15:25","2014-11-25 16:39",
"Chaos","00:13","2014-11-25 15:12","2014-11-25 15:25",
"交流","00:03","2014-11-25 15:08","2014-11-25 15:12",
"交通","00:24","2014-11-25 14:44","2014-11-25 15:08",
"Chaos","00:59","2014-11-25 13:45","2014-11-25 14:44",
"用餐","00:31","2014-11-25 13:14","2014-11-25 13:45",
"交通","00:22","2014-11-25 12:51","2014-11-25 13:14",
"Chaos","02:15","2014-11-25 10:36","2014-11-25 12:51",""
"GDG","01:50","2014-11-25 08:45","2014-11-25 10:36",
"交通","00:39","2014-11-25 08:05","2014-11-25 08:45",""
"家务","00:44","2014-11-25 07:21","2014-11-25 08:05",
"睡眠","06:45","2014-11-25 00:36","2014-11-25 07:21",
"睡眠","00:01","2014-11-25 00:34","2014-11-25 00:36",
"Chaos","01:02","2014-11-24 23:32","2014-11-25 00:34",
"交通","01:09","2014-11-24 22:22","2014-11-24 23:32",
"Chaos","00:46","2014-11-24 21:36","2014-11-24 22:22",
"GDG","01:58","2014-11-24 19:38","2014-11-24 21:36",""
"GDG","02:36","2014-11-24 17:01","2014-11-24 19:38",
"家务","00:33","2014-11-24 16:27","2014-11-24 17:01",
"GDG","00:57","2014-11-24 15:30","2014-11-24 16:27",""
"Chaos","00:06","2014-11-24 15:24","2014-11-24 15:30",
"交通","00:09","2014-11-24 15:14","2014-11-24 15:23",
"家务","00:25","2014-11-24 14:45","2014-11-24 15:10",""
"Chaos","01:18","2014-11-24 13:26","2014-11-24 14:45",""
"用餐","00:18","2014-11-24 13:08","2014-11-24 13:26",
"交通","00:34","2014-11-24 12:33","2014-11-24 13:08",
"GDG","00:13","2014-11-24 12:19","2014-11-24 12:33",
"阅读","01:01","2014-11-24 11:17","2014-11-24 12:19",
"Chaos","00:32","2014-11-24 10:45","2014-11-24 11:17",
"GDG","00:10","2014-11-24 10:35","2014-11-24 10:45",
"家务","00:08","2014-11-24 10:26","2014-11-24 10:35",
"GDG","00:10","2014-11-24 10:16","2014-11-24 10:26",
"Chaos","01:46","2014-11-24 08:29","2014-11-24 10:16",
"家务","01:08","2014-11-24 07:21","2014-11-24 08:29",
"睡眠","07:09","2014-11-24 00:11","2014-11-24 07:21",
"Chaos","00:41","2014-11-23 23:30","2014-11-24 00:11",
"家务","02:03","2014-11-23 21:27","2014-11-23 23:30",
"交通","01:25","2014-11-23 20:02","2014-11-23 21:27",
"用餐","02:34","2014-11-23 17:27","2014-11-23 20:02",
"Chaos","00:46","2014-11-23 16:40","2014-11-23 17:27",
"运动","01:36","2014-11-23 15:04","2014-11-23 16:40",""
"交通","01:50","2014-11-23 13:13","2014-11-23 15:04",
"用餐","00:36","2014-11-23 12:37","2014-11-23 13:13",
"交通","00:31","2014-11-23 12:05","2014-11-23 12:37",
"Chaos","02:17","2014-11-23 09:48","2014-11-23 12:05",
"家务","01:00","2014-11-23 08:45","2014-11-23 09:45",""
"睡眠","06:34","2014-11-23 02:10","2014-11-23 08:45",""
"睡眠","01:36","2014-11-23 00:33","2014-11-23 02:10",
"家务","00:02","2014-11-23 00:30","2014-11-23 00:33",
"OBP","01:32","2014-11-22 22:58","2014-11-23 00:30",
"Chaos","00:00","2014-11-22 22:58","2014-11-22 22:58",
"OBP","00:41","2014-11-22 22:17","2014-11-22 22:58",""
"Chaos","03:33","2014-11-22 18:43","2014-11-22 22:17",
"交通","01:18","2014-11-22 17:25","2014-11-22 18:43",
"交流","02:27","2014-11-22 14:58","2014-11-22 17:25",
"交通","01:04","2014-11-22 13:53","2014-11-22 14:58",
"用餐","01:01","2014-11-22 12:51","2014-11-22 13:53",
"交通","00:34","2014-11-22 12:17","2014-11-22 12:51",
"家务","00:29","2014-11-22 11:47","2014-11-22 12:17",
"Chaos","01:23","2014-11-22 10:24","2014-11-22 11:47",
"用餐","01:09","2014-11-22 09:14","2014-11-22 10:24",
"家务","01:04","2014-11-22 08:10","2014-11-22 09:15",""
"睡眠","06:25","2014-11-22 01:45","2014-11-22 08:10",""
"Chaos","00:26","2014-11-22 01:19","2014-11-22 01:45",
"GDG","01:53","2014-11-21 23:25","2014-11-22 01:19",
"家务","02:08","2014-11-21 21:16","2014-11-21 23:25",
"交通","00:06","2014-11-21 21:09","2014-11-21 21:16",
"家务","02:13","2014-11-21 18:56","2014-11-21 21:09",
"交通","00:22","2014-11-21 18:33","2014-11-21 18:56",
"工作","01:00","2014-11-21 17:33","2014-11-21 18:33",
"GDG","00:39","2014-11-21 16:53","2014-11-21 17:33",
"Chaos","00:30","2014-11-21 16:23","2014-11-21 16:53",
"交通","00:15","2014-11-21 16:07","2014-11-21 16:22",
"购物","00:51","2014-11-21 15:16","2014-11-21 16:07",
"交通","00:38","2014-11-21 14:37","2014-11-21 15:16",
"Chaos","01:05","2014-11-21 13:31","2014-11-21 14:37",
"用餐","00:28","2014-11-21 13:03","2014-11-21 13:31",
"交通","00:41","2014-11-21 12:21","2014-11-21 13:03",
"交通","00:00","2014-11-21 12:21","2014-11-21 12:21",
"Chaos","00:08","2014-11-21 12:13","2014-11-21 12:21",
"GDG","00:51","2014-11-21 11:22","2014-11-21 12:13",""
"Chaos","01:09","2014-11-21 10:12","2014-11-21 11:22",
"GDG","01:14","2014-11-21 08:58","2014-11-21 10:12",
"Chaos","00:08","2014-11-21 08:50","2014-11-21 08:58",
"用餐","00:18","2014-11-21 08:31","2014-11-21 08:50",
"交通","00:17","2014-11-21 08:14","2014-11-21 08:31",
"家务","00:50","2014-11-21 07:23","2014-11-21 08:14",
"睡眠","04:55","2014-11-21 02:28","2014-11-21 07:23",
"交通","00:11","2014-11-21 02:16","2014-11-21 02:28",
"电影","02:19","2014-11-20 23:57","2014-11-21 02:16",
"交通","00:24","2014-11-20 23:32","2014-11-20 23:57",
"Chaos","00:20","2014-11-20 23:12","2014-11-20 23:32",
"交通","00:53","2014-11-20 22:19","2014-11-20 23:12",
"GDG","01:07","2014-11-20 21:11","2014-11-20 22:19",
"Chaos","00:28","2014-11-20 20:43","2014-11-20 21:11",
"GDG","03:14","2014-11-20 17:28","2014-11-20 20:43",
"Chaos","01:08","2014-11-20 16:19","2014-11-20 17:28",
"GDG","00:40","2014-11-20 15:38","2014-11-20 16:19",
"Chaos","00:37","2014-11-20 15:01","2014-11-20 15:38",
"交通","00:25","2014-11-20 14:36","2014-11-20 15:01",
"家务","00:08","2014-11-20 14:27","2014-11-20 14:36",
"Chaos","00:25","2014-11-20 14:01","2014-11-20 14:27",
"Chaos","01:00","2014-11-20 13:00","2014-11-20 14:00",""
"交通","00:54","2014-11-20 12:06","2014-11-20 13:00",""
"GDG","00:34","2014-11-20 11:32","2014-11-20 12:06",
"Chaos","00:46","2014-11-20 10:45","2014-11-20 11:32",
"GDG","01:53","2014-11-20 08:52","2014-11-20 10:45",""
"用餐","00:30","2014-11-20 08:21","2014-11-20 08:52",
"交通","00:17","2014-11-20 08:03","2014-11-20 08:21",
"家务","00:45","2014-11-20 07:18","2014-11-20 08:03",
"睡眠","06:19","2014-11-20 00:58","2014-11-20 07:18",
"Chaos","00:33","2014-11-20 00:25","2014-11-20 00:58",
"家务","01:02","2014-11-19 23:22","2014-11-20 00:25",
"交通","00:46","2014-11-19 22:36","2014-11-19 23:22",
"GDG","01:56","2014-11-19 20:39","2014-11-19 22:36",
"Chaos","01:37","2014-11-19 19:02","2014-11-19 20:39",
"GDG","03:55","2014-11-19 15:06","2014-11-19 19:02",
"交通","00:25","2014-11-19 14:41","2014-11-19 15:06",
"Chaos","00:58","2014-11-19 13:43","2014-11-19 14:41",
"用餐","00:57","2014-11-19 12:45","2014-11-19 13:43",
"交通","00:23","2014-11-19 12:21","2014-11-19 12:45",
"GDG","01:13","2014-11-19 11:07","2014-11-19 12:21",
"购物","00:28","2014-11-19 10:39","2014-11-19 11:07",
"家务","00:37","2014-11-19 10:02","2014-11-19 10:39",""
"家务","00:09","2014-11-19 09:53","2014-11-19 10:02",
"GDG","00:05","2014-11-19 09:47","2014-11-19 09:53",
"购物","01:13","2014-11-19 08:34","2014-11-19 09:47",""
"用餐","00:14","2014-11-19 08:20","2014-11-19 08:34",
"交通","00:21","2014-11-19 07:58","2014-11-19 08:20",
"家务","00:42","2014-11-19 07:15","2014-11-19 07:58",
"睡眠","06:11","2014-11-19 01:03","2014-11-19 07:15",
"GDG","03:21","2014-11-18 21:42","2014-11-19 01:03",
"家务","01:51","2014-11-18 19:50","2014-11-18 21:42",
"交通","00:12","2014-11-18 19:37","2014-11-18 19:50",
"家务","00:17","2014-11-18 19:19","2014-11-18 19:37",
"用餐","00:34","2014-11-18 18:44","2014-11-18 19:19",
"交通","00:20","2014-11-18 18:23","2014-11-18 18:44",
"Chaos","00:16","2014-11-18 18:07","2014-11-18 18:23",
"OBP","00:19","2014-11-18 17:48","2014-11-18 18:07",
"家务","01:07","2014-11-18 16:41","2014-11-18 17:48",
"Chaos","00:13","2014-11-18 16:27","2014-11-18 16:41",
"购物","00:44","2014-11-18 15:42","2014-11-18 16:27",
"Chaos","00:51","2014-11-18 14:50","2014-11-18 15:42",
"交通","00:23","2014-11-18 14:27","2014-11-18 14:50",
"Chaos","00:45","2014-11-18 13:41","2014-11-18 14:27",
"用餐","00:22","2014-11-18 13:19","2014-11-18 13:41",
"用餐","00:00","2014-11-18 13:19","2014-11-18 13:19",
"交通","00:32","2014-11-18 12:47","2014-11-18 13:19",
"Chaos","00:35","2014-11-18 12:11","2014-11-18 12:47",
"GDG","01:26","2014-11-18 10:45","2014-11-18 12:11",
"Chaos","01:32","2014-11-18 09:13","2014-11-18 10:45",
"用餐","00:43","2014-11-18 08:29","2014-11-18 09:13",
"交通","00:29","2014-11-18 08:00","2014-11-18 08:29",
"家务","00:38","2014-11-18 07:21","2014-11-18 08:00",
"睡眠","05:55","2014-11-18 01:26","2014-11-18 07:21",
"Chaos","01:26","2014-11-17 23:59","2014-11-18 01:26",
"GDG","02:04","2014-11-17 21:55","2014-11-18 00:00",""
"家务","01:11","2014-11-17 20:44","2014-11-17 21:55",""
"交通","00:28","2014-11-17 20:16","2014-11-17 20:44",
"用餐","01:20","2014-11-17 18:55","2014-11-17 20:15",
"Chaos","00:00","2014-11-17 18:00","2014-11-17 18:00",
"交通","00:54","2014-11-17 18:00","2014-11-17 18:55",
"GDG","01:33","2014-11-17 16:27","2014-11-17 18:00",
"Chaos","01:12","2014-11-17 15:15","2014-11-17 16:27",
"交通","00:21","2014-11-17 14:54","2014-11-17 15:15",
"Chaos","00:46","2014-11-17 14:07","2014-11-17 14:54",
"用餐","00:34","2014-11-17 13:33","2014-11-17 14:07",
"交通","00:19","2014-11-17 13:14","2014-11-17 13:33",
"GDG","01:02","2014-11-17 12:11","2014-11-17 13:14",
"家务","00:37","2014-11-17 11:33","2014-11-17 12:11",
"GDG","01:59","2014-11-17 09:34","2014-11-17 11:33",""
"GDG","01:00","2014-11-17 08:30","2014-11-17 09:30",""
"交通","00:23","2014-11-17 08:06","2014-11-17 08:30",""
"家务","00:35","2014-11-17 07:30","2014-11-17 08:05",""
"睡眠","07:25","2014-11-17 00:05","2014-11-17 07:30",""
"家务","02:38","2014-11-16 21:26","2014-11-17 00:05",
"交通","01:35","2014-11-16 19:51","2014-11-16 21:26",
"用餐","01:40","2014-11-16 18:10","2014-11-16 19:51",
"家务","00:30","2014-11-16 17:39","2014-11-16 18:10",
"交通","00:33","2014-11-16 17:05","2014-11-16 17:39",
"交流","02:07","2014-11-16 14:58","2014-11-16 17:05",""
"交通","00:20","2014-11-16 14:37","2014-11-16 14:58",
"家务","00:29","2014-11-16 14:08","2014-11-16 14:37",
"交通","00:23","2014-11-16 13:44","2014-11-16 14:08",
"用餐","01:16","2014-11-16 12:27","2014-11-16 13:44",
"交通","00:37","2014-11-16 11:50","2014-11-16 12:27",
"家务","02:57","2014-11-16 08:52","2014-11-16 11:50",
"睡眠","08:44","2014-11-16 00:07","2014-11-16 08:52",
"Chaos","00:26","2014-11-15 23:40","2014-11-16 00:07",
"家务","03:32","2014-11-15 20:08","2014-11-15 23:40",
"用餐","00:25","2014-11-15 19:43","2014-11-15 20:08",""
"用餐","00:00","2014-11-15 18:40","2014-11-15 18:40",""
"交流","00:57","2014-11-15 17:42","2014-11-15 18:40",""
"交流","04:45","2014-11-15 12:55","2014-11-15 17:40",""
"Chaos","01:00","2014-11-15 11:55","2014-11-15 12:55",""
"交流","02:00","2014-11-15 09:55","2014-11-15 11:55",""
"Chaos","01:00","2014-11-15 08:55","2014-11-15 09:55",""
"交通","00:15","2014-11-15 08:40","2014-11-15 08:55",""
"家务","00:45","2014-11-15 07:54","2014-11-15 08:40",""
"睡眠","06:49","2014-11-15 01:05","2014-11-15 07:54",
"交通","01:17","2014-11-14 23:47","2014-11-15 01:05",
"交通","00:00","2014-11-14 23:47","2014-11-14 23:47",
"用餐","03:07","2014-11-14 20:40","2014-11-14 23:47",""
"交通","00:46","2014-11-14 19:53","2014-11-14 20:40",
"Chaos","01:43","2014-11-14 18:09","2014-11-14 19:53",
"家务","00:08","2014-11-14 18:01","2014-11-14 18:09",
"GDG","00:13","2014-11-14 17:48","2014-11-14 18:01",
"GDG","01:18","2014-11-14 16:29","2014-11-14 17:47",""
"GDG","00:17","2014-11-14 16:12","2014-11-14 16:29",
"Chaos","01:04","2014-11-14 15:07","2014-11-14 16:12",
"交通","00:15","2014-11-14 14:51","2014-11-14 15:07",
"Chaos","01:17","2014-11-14 13:33","2014-11-14 14:51",
"用餐","00:21","2014-11-14 13:11","2014-11-14 13:33",
"交通","00:37","2014-11-14 12:34","2014-11-14 13:11",
"Chaos","00:39","2014-11-14 11:54","2014-11-14 12:34",
"家务","00:28","2014-11-14 11:26","2014-11-14 11:54",
"Chaos","00:42","2014-11-14 10:43","2014-11-14 11:25",
"工作","01:20","2014-11-14 09:22","2014-11-14 10:43",""
"Chaos","00:15","2014-11-14 09:06","2014-11-14 09:22",
"用餐","00:24","2014-11-14 08:42","2014-11-14 09:06",
"交通","00:22","2014-11-14 08:19","2014-11-14 08:42",
"家务","00:52","2014-11-14 07:26","2014-11-14 08:19",
"睡眠","06:23","2014-11-14 01:03","2014-11-14 07:26",
"家务","03:35","2014-11-13 21:27","2014-11-14 01:03",
"交通","00:40","2014-11-13 20:47","2014-11-13 21:27",
"家务","00:18","2014-11-13 20:29","2014-11-13 20:47",
"交流","02:09","2014-11-13 18:19","2014-11-13 20:29",""
"Chaos","01:46","2014-11-13 16:32","2014-11-13 18:19",
"交流","00:50","2014-11-13 15:40","2014-11-13 16:30",""
"家务","00:16","2014-11-13 15:23","2014-11-13 15:40",""
"Chaos","00:20","2014-11-13 15:03","2014-11-13 15:23",
"交通","00:17","2014-11-13 14:45","2014-11-13 15:03",
"Chaos","00:49","2014-11-13 13:56","2014-11-13 14:45",
"用餐","01:23","2014-11-13 12:33","2014-11-13 13:56",
"GDG","00:46","2014-11-13 11:46","2014-11-13 12:33",
"家务","00:35","2014-11-13 11:11","2014-11-13 11:46",
"Chaos","00:06","2014-11-13 11:05","2014-11-13 11:11",
"GDG","02:20","2014-11-13 08:44","2014-11-13 11:05",""
"交通","00:40","2014-11-13 08:04","2014-11-13 08:44",
"家务","00:41","2014-11-13 07:22","2014-11-13 08:04",
"睡眠","06:27","2014-11-13 00:55","2014-11-13 07:22",
"GDG","01:07","2014-11-12 23:47","2014-11-13 00:55",
"家务","00:13","2014-11-12 23:34","2014-11-12 23:47",
"交通","00:32","2014-11-12 23:02","2014-11-12 23:34",
"Chaos","02:35","2014-11-12 20:27","2014-11-12 23:02",
"GDG","03:45","2014-11-12 16:41","2014-11-12 20:27",""
"家务","00:09","2014-11-12 16:31","2014-11-12 16:41",
"交流","01:15","2014-11-12 15:16","2014-11-12 16:31",
"Chaos","00:20","2014-11-12 14:55","2014-11-12 15:16",
"交通","00:12","2014-11-12 14:43","2014-11-12 14:55",
"家务","00:15","2014-11-12 14:27","2014-11-12 14:43",""
"Chaos","00:44","2014-11-12 13:43","2014-11-12 14:27",
"交通","00:59","2014-11-12 12:43","2014-11-12 13:43",
"交流","00:50","2014-11-12 11:53","2014-11-12 12:43",
"GDG","00:31","2014-11-12 11:21","2014-11-12 11:53",
"Chaos","00:20","2014-11-12 11:01","2014-11-12 11:21",
"交流","00:14","2014-11-12 10:46","2014-11-12 11:01",
"家务","00:12","2014-11-12 10:34","2014-11-12 10:46",
"Chaos","00:07","2014-11-12 10:26","2014-11-12 10:34",
"家务","00:24","2014-11-12 10:02","2014-11-12 10:26",
"Chaos","00:44","2014-11-12 09:17","2014-11-12 10:02",
"用餐","00:47","2014-11-12 08:30","2014-11-12 09:17",
"交通","00:19","2014-11-12 08:11","2014-11-12 08:30",
"家务","00:40","2014-11-12 07:30","2014-11-12 08:11",
"睡眠","04:21","2014-11-12 03:08","2014-11-12 07:30",
"交通","00:20","2014-11-12 02:47","2014-11-12 03:08",
"Chaos","00:02","2014-11-12 02:45","2014-11-12 02:47",
"电影","02:45","2014-11-11 23:59","2014-11-12 02:45",""
"电影","00:00","2014-11-11 23:59","2014-11-11 23:59",
"Chaos","00:16","2014-11-11 23:42","2014-11-11 23:59",
"交通","00:18","2014-11-11 23:24","2014-11-11 23:42",
"家务","00:30","2014-11-11 22:53","2014-11-11 23:24",
"用餐","00:25","2014-11-11 22:27","2014-11-11 22:53",
"交通","00:29","2014-11-11 21:58","2014-11-11 22:27",
"GDG","03:02","2014-11-11 18:55","2014-11-11 21:58",
"GDG","01:46","2014-11-11 17:09","2014-11-11 18:55",
"交流","00:14","2014-11-11 16:55","2014-11-11 17:09",
"GDG","01:38","2014-11-11 15:16","2014-11-11 16:55",
"Chaos","00:18","2014-11-11 14:57","2014-11-11 15:16",
"交通","00:14","2014-11-11 14:43","2014-11-11 14:57",
"Chaos","01:14","2014-11-11 13:29","2014-11-11 14:43",
"用餐","00:49","2014-11-11 12:39","2014-11-11 13:29",
"交通","00:13","2014-11-11 12:26","2014-11-11 12:39",
"Chaos","01:01","2014-11-11 11:25","2014-11-11 12:26",
"GDG","01:33","2014-11-11 09:51","2014-11-11 11:25",""
"交通","00:43","2014-11-11 09:07","2014-11-11 09:51",
"家务","00:53","2014-11-11 08:14","2014-11-11 09:07",
"睡眠","05:58","2014-11-11 02:15","2014-11-11 08:14",
"用餐","01:52","2014-11-11 00:23","2014-11-11 02:15",
"交通","00:28","2014-11-10 23:55","2014-11-11 00:23",
"Chaos","00:08","2014-11-10 23:46","2014-11-10 23:55",
"OBP","01:29","2014-11-10 22:17","2014-11-10 23:46",
"GDG","00:35","2014-11-10 21:42","2014-11-10 22:17",
"购物","01:01","2014-11-10 20:40","2014-11-10 21:42",
"OBP","00:37","2014-11-10 20:02","2014-11-10 20:40",
"Chaos","00:22","2014-11-10 19:39","2014-11-10 20:02",
"GDG","02:56","2014-11-10 16:43","2014-11-10 19:39",
"Chaos","01:14","2014-11-10 15:28","2014-11-10 16:43",
"家务","00:08","2014-11-10 15:20","2014-11-10 15:28",
"Chaos","00:03","2014-11-10 15:17","2014-11-10 15:20",
"交通","00:13","2014-11-10 15:03","2014-11-10 15:17",
"Chaos","00:37","2014-11-10 14:26","2014-11-10 15:03",
"用餐","01:24","2014-11-10 13:02","2014-11-10 14:26",
"Chaos","00:00","2014-11-10 13:02","2014-11-10 13:02",
"交通","00:16","2014-11-10 12:45","2014-11-10 13:02",
"GDG","00:36","2014-11-10 12:08","2014-11-10 12:45",
"家务","00:10","2014-11-10 11:58","2014-11-10 12:08",
"Chaos","00:17","2014-11-10 11:41","2014-11-10 11:58",
"家务","00:12","2014-11-10 11:29","2014-11-10 11:41",
"GDG","00:31","2014-11-10 10:57","2014-11-10 11:29",
"家务","00:15","2014-11-10 10:42","2014-11-10 10:57",
"GDG","00:08","2014-11-10 10:34","2014-11-10 10:42",
"家务","00:39","2014-11-10 09:54","2014-11-10 10:34",
"工作","00:12","2014-11-10 09:41","2014-11-10 09:54",
"Chaos","00:57","2014-11-10 08:44","2014-11-10 09:41",
"交通","00:20","2014-11-10 08:24","2014-11-10 08:44",
"家务","01:11","2014-11-10 07:12","2014-11-10 08:24",
"睡眠","06:31","2014-11-10 00:41","2014-11-10 07:12",
"Chaos","03:12","2014-11-09 21:28","2014-11-10 00:41",
"交通","00:44","2014-11-09 20:44","2014-11-09 21:28",
"购物","00:55","2014-11-09 19:48","2014-11-09 20:44",
"交通","00:29","2014-11-09 19:19","2014-11-09 19:48",
"家务","00:43","2014-11-09 18:36","2014-11-09 19:19",""
"用餐","00:30","2014-11-09 18:05","2014-11-09 18:36",""
"交通","00:11","2014-11-09 17:53","2014-11-09 18:05",
"Chaos","01:02","2014-11-09 16:50","2014-11-09 17:53",
